Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-01 00:00:00-04:00,66.7795978618847,68.19747196578702,66.65978287982351,66.94934844970703,1642500,0.0,0.0
2023-05-02 00:00:00-04:00,66.72965402912355,67.40863328785211,65.78107591966845,67.28881072998047,2127100,0.0,0.0
2023-05-03 00:00:00-04:00,67.68822220184575,67.81802427967651,66.5099935283499,66.54993438720703,1233100,0.0,0.0
2023-05-04 00:00:00-04:00,66.26036222592359,66.26036222592359,64.36321351922352,65.2618637084961,1235500,0.0,0.0
2023-05-05 00:00:00-04:00,65.79107790550978,66.400162714279,65.6712553205593,66.05068969726562,1283900,0.0,0.0
2023-05-08 00:00:00-04:00,66.55991390353444,66.64977511224359,65.27184991979682,65.61133575439453,1026100,0.0,0.0
2023-05-09 00:00:00-04:00,65.55143709898272,65.55143709898272,65.06217489945537,65.25188446044922,1030800,0.0,0.0
2023-05-10 00:00:00-04:00,65.77109895503715,65.77109895503715,64.07364693382006,64.68273162841797,1566300,0.0,0.0
2023-05-11 00:00:00-04:00,64.38317992009573,64.52296908608791,63.77409148018717,64.333251953125,1039600,0.0,0.0
2023-05-12 00:00:00-04:00,64.69272469475457,64.69272469475457,62.8155462751402,63.194976806640625,1796700,0.0,0.0
2023-05-15 00:00:00-04:00,63.424625535493526,64.23341069629305,63.25487880887014,64.04369354248047,1186500,0.0,0.0
2023-05-16 00:00:00-04:00,63.76412218021206,63.89392806670801,63.125083675878116,63.135066986083984,902300,0.0,0.0
2023-05-17 00:00:00-04:00,63.72417536773754,64.38318804885195,63.44459700045476,64.31329345703125,1097200,0.0,0.0
2023-05-18 00:00:00-04:00,64.3931767183134,65.3018141593055,64.21344665404794,65.18199157714844,1027000,0.0,0.0
2023-05-19 00:00:00-04:00,65.67124294109925,65.82101923956844,64.28333063663352,64.37319946289062,1253500,0.0,0.0
2023-05-22 00:00:00-04:00,64.28334611077034,64.79258260097218,63.5344758650666,64.67276000976562,835200,0.0,0.0
2023-05-23 00:00:00-04:00,64.29333002373413,64.79257936861043,63.79408067885783,63.87396240234375,1169100,0.0,0.0
2023-05-24 00:00:00-04:00,62.40615642635585,62.87545194155229,62.01674261969051,62.1765022277832,1574000,0.0,0.0
2023-05-25 00:00:00-04:00,62.486043488679954,62.67575684924166,61.807064143868814,62.42613220214844,1463500,0.0,0.0
2023-05-26 00:00:00-04:00,62.456090272878065,62.93536917146341,62.3462548111037,62.715702056884766,889400,0.0,0.0
2023-05-30 00:00:00-04:00,62.81554379273473,63.10510928714619,62.326277826006056,62.98529052734375,798600,0.0,0.0
2023-05-31 00:00:00-04:00,62.655787072189895,62.805563385591846,61.178009603101486,61.77710723876953,1968700,0.0,0.0
2023-06-01 00:00:00-04:00,62.12658851951028,62.61585073520627,61.7771116993287,62.216453552246094,964000,0.0,0.0
2023-06-02 00:00:00-04:00,62.855491352684346,64.33326891108875,62.825533802811414,63.95384216308594,1093000,0.0,0.0
2023-06-05 00:00:00-04:00,63.92387651280985,63.92387651280985,62.7955758462223,63.194976806640625,1178700,0.0,0.0
2023-06-06 00:00:00-04:00,62.96532262692675,63.96381741065746,62.95533550797663,63.50450897216797,1021300,0.0,0.0
2023-06-07 00:00:00-04:00,63.654287483798136,65.66127185748697,63.38469239737859,65.59137725830078,1244100,0.0,0.0
2023-06-08 00:00:00-04:00,65.40160084355584,65.86104914790441,64.70243441673539,65.13191986083984,851800,0.02,0.0
2023-06-09 00:00:00-04:00,65.30172636564447,65.92098686433059,65.01207263014263,65.21183776855469,1057500,0.0,0.0
2023-06-12 00:00:00-04:00,65.26176175999059,65.83108658826643,64.78234075337657,65.64131164550781,1131400,0.0,0.0
2023-06-13 00:00:00-04:00,65.77116568330887,66.41039889316728,65.55142783862111,66.02086639404297,921600,0.0,0.0
2023-06-14 00:00:00-04:00,66.2006504378466,66.50029433533427,64.92218403305284,65.21183776855469,933000,0.0,0.0
2023-06-15 00:00:00-04:00,65.17187637280003,66.36045402789058,64.92217569704218,66.3504638671875,1035300,0.0,0.0
2023-06-16 00:00:00-04:00,66.63011942827804,66.96971626918956,65.89100765018912,66.5602035522461,2972200,0.0,0.0
2023-06-20 00:00:00-04:00,66.03084680836663,66.06080966998972,65.30171748774569,65.98090362548828,1055600,0.0,0.0
2023-06-21 00:00:00-04:00,65.70124360776275,66.68007365466424,65.47152324284623,66.48030853271484,967300,0.0,0.0
2023-06-22 00:00:00-04:00,66.0707942071066,66.42037359672173,65.33168240902619,65.37162780761719,1032900,0.0,0.0
2023-06-23 00:00:00-04:00,64.65249824000945,65.04203065998807,64.34286423983356,64.83228302001953,1428200,0.0,0.0
2023-06-26 00:00:00-04:00,64.8422682860802,65.25178104342172,64.54263205363833,65.171875,792800,0.0,0.0
2023-06-27 00:00:00-04:00,65.14191028797772,66.42037646536274,64.93216264514982,66.3604507446289,818100,0.0,0.0
2023-06-28 00:00:00-04:00,66.11075008122529,66.47031964614726,65.58138589405114,66.3604507446289,1050500,0.0,0.0
2023-06-29 00:00:00-04:00,66.41039139259404,67.43915698538513,66.37043836895766,67.2493896484375,898600,0.0,0.0
2023-06-30 00:00:00-04:00,67.79871951638833,68.16827923133876,67.32928868313904,67.54901885986328,1067900,0.0,0.0
2023-07-03 00:00:00-04:00,67.2993283794887,68.09837364929406,67.1295337362397,67.95854187011719,587800,0.0,0.0
2023-07-05 00:00:00-04:00,67.3193036418196,67.42917254866524,66.76995910759143,67.0696029663086,800200,0.0,0.0
2023-07-06 00:00:00-04:00,67.41918698335523,67.54902860017759,66.3504683241332,66.93975830078125,1102300,0.0,0.0
2023-07-07 00:00:00-04:00,66.93975096543842,68.23819747241807,66.91977826513914,67.44914245605469,1259600,0.0,0.0
2023-07-10 00:00:00-04:00,67.13952389768389,68.18826224151043,66.92977622891858,67.95854187011719,838500,0.0,0.0
2023-07-11 00:00:00-04:00,68.1283261903103,69.05721293709999,67.90858839339629,68.98729705810547,729700,0.0,0.0
2023-07-12 00:00:00-04:00,69.64650582383265,69.71642169818426,68.39800262451172,68.39800262451172,805300,0.0,0.0
